runtime,title_length,log_budget_final,actor_logrev_of_past_2_years_0,actor_logrev_of_past_2_years_1,actor_logrev_of_past_2_years_2,actor_logrev_of_past_2_years_3,actor_logrev_of_past_2_years_4,actor_logrev_of_past_5_years_0,actor_logrev_of_past_5_years_1,actor_logrev_of_past_5_years_2,actor_logrev_of_past_5_years_3,actor_logrev_of_past_5_years_4,actor_logrev_of_past_10_years_0,actor_logrev_of_past_10_years_1,actor_logrev_of_past_10_years_2,actor_logrev_of_past_10_years_3,actor_logrev_of_past_10_years_4,director_logrev_of_past_2_years_0,director_logrev_of_past_5_years_0,director_logrev_of_past_10_years_0,gender_score,has_oscar_winner,popular_genre,first_in_collection,sequel,major,minor,medium,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,actor_is_top_100_of_past_2_years_0,actor_is_top_100_of_past_2_years_1,actor_is_top_100_of_past_2_years_2,actor_is_top_100_of_past_2_years_3,actor_is_top_100_of_past_2_years_4,actor_is_top_100_of_past_5_years_0,actor_is_top_100_of_past_5_years_1,actor_is_top_100_of_past_5_years_2,actor_is_top_100_of_past_5_years_3,actor_is_top_100_of_past_5_years_4,actor_is_top_100_of_past_10_years_0,actor_is_top_100_of_past_10_years_1,actor_is_top_100_of_past_10_years_2,actor_is_top_100_of_past_10_years_3,actor_is_top_100_of_past_10_years_4,director_is_top_50_of_past_2_years_0,director_is_top_50_of_past_5_years_0,director_is_top_50_of_past_10_years_0
119.0,2,18.400478036634848,13.823064951543751,13.823064951543751,17.4264284706085,13.823064951543751,13.823064951543751,18.061390599832254,16.35985081894533,17.4264284706085,12.648335662374995,12.648335662374995,17.920286506930765,17.03941932611407,17.0473728177247,13.286595638311233,13.286595638311233,19.356774930573337,19.296279031247643,18.099097119824904,0.2,0.0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
178.0,1,17.766754276545697,16.443156323469573,18.57168361748889,13.823064951543751,18.086056116990193,13.823064951543751,17.16384419267647,18.76256158826664,17.975776309996906,17.608845050131094,12.648335662374995,17.46392227771708,17.01337088575312,18.609995939741694,17.218672674936016,13.286595638311233,17.289197269151362,17.66217110824776,17.47568418869956,0.2,1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1
136.0,2,16.61887093887081,13.823064951543751,17.19386203419619,16.96129559778388,13.823064951543751,13.823064951543751,12.648335662374995,17.19386203419619,15.699444786001024,12.648335662374995,16.123776299132434,13.286595638311233,17.19386203419619,15.699444786001024,13.286595638311233,18.762623390559497,15.777243640277407,15.777243640277407,15.777243640277407,0.4,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
98.0,2,15.201804919084164,13.546431700991352,19.18616645775362,13.823064951543751,16.401287281449605,16.754630362740837,15.02356682168442,18.164963518222166,12.453904906988114,17.82031918455003,17.365203336368868,15.02356682168442,18.164963518222166,13.494107607169573,17.15465294717399,17.365203336368868,17.256258314448722,14.112080020309966,14.112080020309966,0.6,0.0,1,0,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90.0,5,17.216707939626428,19.326013148075134,13.823064951543751,13.823064951543751,12.266617264146438,17.159836625745815,19.326013148075134,12.648335662374995,12.648335662374995,12.266617264146438,17.159836625745815,18.490369069555033,13.286595638311233,13.286595638311233,12.266617264146438,17.159836625745815,17.256258314448722,17.637575323689862,17.52168363661458,0.0,0.0,1,0,1,0,1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0,2,17.909855120186375,18.68748048002553,18.56724282542924,13.823064951543751,13.823064951543751,15.227707043822164,17.678852706248758,18.323660969623734,12.648335662374995,12.648335662374995,15.227707043822164,17.678852706248758,18.323660969623734,13.286595638311233,13.286595638311233,14.78111223386907,17.610021246088518,18.295156046122926,18.295156046122926,0.2,0.0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
105.0,2,17.225006742441124,19.1811536297162,17.03646422262744,18.9916442904101,17.216872350370352,13.823064951543751,17.131479591949898,17.03646422262744,18.9916442904101,17.4264284706085,12.648335662374995,17.777676146017708,17.102822270370964,18.9916442904101,17.980728401533998,16.716812843585856,16.966146388397927,17.705677306040798,17.705677306040798,0.2,1.0,1,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0
132.0,1,17.727533563392427,18.95343955904437,19.18616645775362,16.680533977985284,13.823064951543751,13.823064951543751,18.743660312482575,18.164963518222166,16.504734679016074,12.648335662374995,12.648335662374995,18.60255518413792,18.164963518222166,16.504734679016074,13.286595638311233,13.286595638311233,17.256258314448722,17.471015418574623,17.934600056611078,0.2,0.0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
112.0,3,15.096444403426338,14.50865773852422,16.624282934235495,14.401289096819145,13.823064951543751,13.823064951543751,15.039105680262232,16.48094850684151,16.095505899354876,12.648335662374995,17.687074044836486,16.031679593437445,17.35265027775144,16.095505899354876,13.286595638311233,17.687074044836486,17.256258314448722,17.138183753415362,15.768325777801143,0.2,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
100.0,0,16.300417207752275,17.705677306040798,17.491252947591306,17.05410885590341,16.713501052771985,17.024753656737573,17.705677306040798,17.491252947591306,16.74053293321266,16.74053293321266,17.024753656737573,17.705677306040798,17.491252947591306,16.74053293321266,16.713501052771985,18.188225699934442,17.256258314448722,17.637575323689862,17.52168363661458,0.8,0.0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
99.0,2,16.951004773893427,17.289197269151362,13.823064951543751,13.823064951543751,13.823064951543751,13.823064951543751,17.289197269151362,19.68177242933684,12.648335662374995,15.868171298930733,12.648335662374995,17.115153471637527,18.00359979884663,13.286595638311233,15.868171298930733,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129.0,2,17.19990082131005,17.989302142467402,16.584248519724618,18.89466944100721,13.823064951543751,17.41434696051227,17.901653663327853,16.56570130791179,17.6085306322595,16.27145044272211,17.218672674936016,17.901653663327853,16.56570130791179,17.586898001522854,17.143384406644458,17.218672674936016,17.256258314448722,17.550688765736478,17.550688765736478,0.2,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
89.0,1,17.216707939626428,13.823064951543751,13.823064951543751,13.823064951543751,13.823064951543751,13.823064951543751,12.648335662374995,12.648335662374995,12.648335662374995,12.648335662374995,12.648335662374995,13.286595638311233,13.286595638311233,13.286595638311233,13.286595638311233,16.678542693306042,17.256258314448722,17.637575323689862,17.52168363661458,0.6,0.0,1,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.0,3,16.213405830762643,18.58292893030252,17.413261407290126,13.823064951543751,13.823064951543751,17.70733085607489,17.153580966822613,17.413261407290126,17.540775146274704,16.479711896533075,17.70733085607489,17.630163262996145,17.07788023064748,17.646494846460786,16.612072575007588,17.513529966563716,17.256258314448722,17.637575323689862,17.52168363661458,0.2,1.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
101.0,2,16.70588231586044,13.823064951543751,13.823064951543751,17.03646422262744,18.49019551922384,13.823064951543751,15.723443026695078,12.648335662374995,17.03646422262744,14.637735415564785,12.648335662374995,15.656952967785509,13.286595638311233,17.03646422262744,14.637735415564785,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.0,0.0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,1,16.811242831518268,17.391028234062468,13.823064951543751,13.823064951543751,13.823064951543751,13.823064951543751,18.197060824421825,16.551770885262922,12.648335662374995,12.648335662374995,12.648335662374995,17.65292501058449,14.85771878111183,16.087403323519762,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,15.369298753197215,0.4,1.0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.0,3,16.11809565095832,17.052212325895873,13.823064951543751,17.727972646981108,13.823064951543751,13.823064951543751,17.335983717522673,13.53438693180974,17.727972646981108,17.53563615727693,12.648335662374995,16.81522738264038,13.266726046434787,17.727972646981108,17.53563615727693,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,1.0,1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
127.0,1,17.312018119430753,18.89466944100721,17.159836625745815,16.065643580185508,15.85543303198755,16.25255599946968,17.6085306322595,18.885404502931927,16.065643580185508,15.85543303198755,16.263705590849312,17.586898001522854,17.159836625745815,16.065643580185508,16.725837135656178,16.798057029669216,17.256258314448722,18.88926802690306,18.88926802690306,0.2,1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
81.0,1,17.822843743196746,15.020788010866028,17.024753656737573,13.823064951543751,13.823064951543751,13.823064951543751,15.020788010866028,17.325899178685432,19.74868516217705,12.648335662374995,18.139720774125312,15.020788010866028,18.604726871152888,17.948053337813594,13.286595638311233,18.139720774125312,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,1,1,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
106.0,2,15.60727002719233,13.823064951543751,13.823064951543751,16.665517277105177,15.810948694168784,13.823064951543751,12.648335662374995,15.951669197263458,16.665517277105177,17.560254297086118,18.88926802690306,13.286595638311233,16.46243606640213,16.665517277105177,17.560254297086118,18.88926802690306,17.256258314448722,17.637575323689862,17.52168363661458,0.0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.0,2,16.523560759066484,16.239037071439956,13.823064951543751,18.53406564196512,18.737667865579322,13.823064951543751,16.073453138377676,12.648335662374995,18.53406564196512,18.737667865579322,12.648335662374995,16.239037071439956,13.286595638311233,18.53406564196512,17.775644034454228,13.286595638311233,16.239037071439956,15.530473152808742,16.239037071439956,0.4,1.0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103.0,2,16.811242831518268,19.414851971912146,17.178727943170944,13.823064951543751,13.823064951543751,13.823064951543751,19.414851971912146,17.369222458879644,13.53438693180974,12.648335662374995,12.648335662374995,17.9368050137035,16.975091056460464,13.266726046434787,10.626969932892148,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.6,1.0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
137.0,4,16.951004773893427,14.972603681983733,13.823064951543751,13.823064951543751,13.823064951543751,11.733609995369179,17.480906495112038,18.457386046110358,12.648335662374995,12.648335662374995,11.733609995369179,17.94480752230305,17.554110338750437,13.286595638311233,18.205511909884947,11.733609995369179,17.802619607078203,17.74246822408702,17.516443056421636,0.4,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
92.0,6,16.523560759066484,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,18.980290846157327,13.954377653411832,13.954377653411832,13.954377653411832,13.954377653411832,18.980290846157327,17.080513818232276,13.286595638311233,13.286595638311233,16.622180546980008,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.0,1,15.068273526459642,13.823064951543751,13.823064951543751,13.823064951543751,13.823064951543751,13.823064951543751,17.86736626848123,12.648335662374995,12.648335662374995,12.648335662374995,12.648335662374995,17.86736626848123,13.286595638311233,13.286595638311233,16.593935404353054,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,3,16.759949537130716,14.085690355279914,14.085690355279914,16.161825026860505,16.811511717804102,14.085690355279914,13.954377653411832,13.954377653411832,16.500701942377482,16.005608639215087,13.954377653411832,13.286595638311233,13.286595638311233,16.385946222697086,16.12136679492836,13.286595638311233,17.050474079093522,15.789692661822492,15.789692661822492,0.2,0.0,1,1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
91.0,2,17.727533563392427,18.57168361748889,13.823064951543751,13.823064951543751,16.61681270146086,13.823064951543751,18.57168361748889,12.648335662374995,12.648335662374995,16.616034070276655,12.648335662374995,18.57168361748889,13.286595638311233,17.823862412352817,16.616034070276655,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,2,16.523560759066484,17.419210837398538,16.391626338222505,13.823064951543751,12.945533115813227,13.823064951543751,17.419210837398538,16.391626338222505,12.648335662374995,12.945533115813227,12.648335662374995,17.419210837398538,16.391626338222505,13.286595638311233,15.14131242777631,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0,2,17.281246460764002,17.948300305620705,16.53946265112251,14.085690355279914,14.085690355279914,14.085690355279914,16.823506820432915,16.959780674520967,13.954377653411832,13.954377653411832,13.954377653411832,16.63956224288567,16.736193154561267,13.286595638311233,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
90.0,2,16.523560759066484,19.64924237401959,18.90594189953841,14.085690355279914,14.085690355279914,14.085690355279914,18.768276397432068,18.90594189953841,13.954377653411832,13.954377653411832,13.954377653411832,18.270731913351668,18.90594189953841,17.375162487370044,16.926055905646287,13.286595638311233,17.256258314448722,18.66754082188389,18.66754082188389,0.4,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108.0,1,16.811242831518268,13.823064951543751,13.823064951543751,16.426270994509874,13.823064951543751,13.823064951543751,17.637196801616312,12.648335662374995,16.426270994509874,12.648335662374995,12.648335662374995,17.637196801616312,13.286595638311233,16.261933885924392,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.0,4,15.89495209964411,17.727972646981108,17.718968153473128,13.823064951543751,13.823064951543751,13.823064951543751,17.45352767744574,18.15612752536448,16.31296663785939,12.648335662374995,12.648335662374995,17.45352767744574,18.57999604982349,16.549766420845287,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
